jeu_100_25_2.txt,56412,50237.482,4175.670339200161,6.8
jeu_100_25_2.txt,56382,50672.54,4793.101981013965,6.332
jeu_100_25_2.txt,56525,50608.96,4742.027589375673,6.304
jeu_100_25_2.txt,56525,50648.382,4826.977669316064,6.281
jeu_100_25_2.txt,56452,50556.906,4537.444809709971,6.3
jeu_100_25_2.txt,56525,50256.422,4585.924824494622,6.334
jeu_100_25_2.txt,56400,50566.748,4662.952578409522,6.328
jeu_100_25_2.txt,56525,50630.802,4710.554836406853,6.315
jeu_100_25_2.txt,56431,50453.402,4742.415237871518,6.334
jeu_100_25_2.txt,56436,50780.024,4812.737408941397,6.326
